"PDB","UniProt","Len.","Res.","ECOD ID","SCOPe ID","CATH ID","α%","β%","Coil%","Avg. RMSF","Avg. gyr.","Div. SE","Div. MM","NR domain"
"3ol3A","A0QRC4","107","1.95","[3716.1.1.1]","-","1.10.10.2390 6.10.140.2080","67","0","33","1.78","13.63","0.783","0.705","Yes"
"3omdB","-","145","1.5","[3472.1.1.1]","-","-","57","1","41","0.98","16.14","0.859","0.744","Yes"
"3on9A","Q7TDW8","163","1.57","[527.1.1.1]","-","2.60.240.20","2","45","53","0.83","15.86","0.858","0.889","Yes"
"3onjA","Q04338","97","1.92","[603.1.1.7]","-","1.20.58.400","91","0","9","0.93","15.61","0.887","0.852","Yes"
"3ooiA","Q96L73","232","1.75","[70.3.1.21] [3358.1.1.4]","f.54.1.2","2.170.270.10","19","26","55","1.96","19.92","0.754","0.755","Yes"
"3ot9B","Q818Z9","399","1.75","4344.1.1.1 7515.1.1.4","-","3.30.70.1250 3.40.720.10","32","20","48","1.31","22.11","0.820","0.804","No"
"3ov5A","Q8PJB3","85","1.04","[3070.1.1.5]","-","3.55.50.70","36","26","38","0.99","12.07","0.857","0.879","Yes"
"3owtB","P11938","157","2.0","[3266.1.1.2] [3764.1.1.3]","-","1.10.10.2170 1.20.120.1480","58","1","41","1.68","16.55","0.820","0.771","Yes"
"3oxpA","A0A3N4AZU4","150","1.2","311.1.1.2","d.112.1.0","3.40.930.10","47","20","33","0.97","14.49","0.885","0.776","No"
"3oyvA","A7M120","361","1.25","[3719.1.1.1]","-","-","68","1","31","1.16","22.08","0.934","0.930","Yes"
"3p3gA","-","300","1.65","[212.1.1.166]","-","3.30.230.20 3.30.1700.10","24","31","45","0.86","19.18","0.906","0.931","Yes"
"3p4hA","B1L4V6","118","1.1","[58.2.1.1]","-","-","4","62","34","0.98","14.04","0.832","0.843","Yes"
"3p5pA","Q41594","764","1.82","[141.1.1.3] 109.2.1.34 109.2.1.135","-","1.10.600.10 1.50.10.130 1.50.10.160","64","2","35","1.18","32.18","0.919","0.906","Yes"
"3pesA","A9J573","85","1.3","[3172.1.1.1]","-","3.30.300.260","27","35","38","1.54","16.28","0.697","0.700","Yes"
"3pf6A","C8ZKC7","62","1.6","[6100.1.1.]","-","6.10.250.2290","52","0","48","3.04","12.62","0.393","0.428","Yes"
"3pkzA","P20384","124","1.8","[7565.1.1.1]","c.53.1.0","3.40.50.1390","49","17","34","1.05","14.45","0.823","0.843","Yes"
"3po8A","P71590","100","1.5","[73.1.1.1]","b.26.1.0","2.60.200.20","0","48","52","0.89","12.93","0.885","0.814","Yes"
"3pt1A","Q04371","471","1.77","[4009.1.1.8] [7583.1.1.1]","-","1.20.930.60","55","10","36","0.96","23.28","0.937","0.886","Yes"
"3pvhA","Q9ZVL6","153","1.6","[3105.1.1.1]","-","3.10.310.50","54","15","31","0.67","14.62","0.944","0.922","Yes"
"3pzwA","P08170","839","1.4","10.10.1.1 [158.1.1.1]","a.119.1.1 b.12.1.1","1.20.245.10 2.60.60.20 3.10.450.60 4.10.372.10 4.10.375.10","40","15","45","0.99","29.09","0.963","0.951","Yes"
"3q0iA","Q9KVU4","318","1.89","[270.1.1.1] [7571.1.1.1]","b.46.1.0 c.65.1.0","3.10.25.10 3.40.50.170","26","28","45","1.29","23.81","0.913","0.870","Yes"
"3q1cA","B7UMC8","360","1.6","[3180.1.1.1] [3667.1.1.1]","-","3.10.450.460","33","24","44","1.21","21.17","0.893","0.890","Yes"
"3q1nA","Q034Q3","294","1.61","[12.3.1.1]","-","2.70.98.10","5","45","49","0.77","19.05","0.942","0.909","Yes"
"3qc5X","Q939N5","360","1.4","11.1.1.2520 11.1.5.77 [6107.1.1.1]","-","2.60.40.3260 2.60.40.4140 3.10.20.890","10","44","46","5.17","35.78","0.548","0.572","Yes"
"3qc7A","B3VMP4","179","1.52","[3176.1.1.1]","-","6.10.140.1630","49","1","50","14.09","29.67","0.220","0.240","Yes"
"3qflA","Q8GSK4","115","2.0","[4268.2.1.5]","-","1.20.5.4130","83","0","17","3.73","24.80","0.436","0.364","Yes"
"3qraA","Q8D0Z7","157","1.8","[5084.1.1.7]","f.4.1.0","2.40.160.20","0","70","30","1.22","18.73","0.846","0.859","Yes"
"3rjsA","A1YTN0","89","1.5","[864.1.1.6]","d.39.1.1","3.30.740.10","37","28","35","0.87","12.26","0.877","0.873","Yes"
"3rkgA","Q01926","261","1.28","[4121.1.1.4]","-","1.20.58.340 2.40.128.330","60","13","27","1.75","22.86","0.862","0.883","Yes"
"3rlkA","Q8LTE1","192","1.76","[3200.1.1.1]","-","-","11","29","60","2.64","19.91","0.886","0.885","Yes"
"3rmqA","C7MVX3","116","1.85","[3185.1.1.1]","-","2.30.30.990 6.10.140.1650","34","15","52","1.77","15.43","0.625","0.605","Yes"
"3rt4A","Q9GK12","171","1.7","285.1.1.1","d.118.1.1","3.40.80.10","34","19","47","0.79","15.04","0.933","0.933","No"
"3rv1B","A7TR32","246","1.98","171.1.1.5 [3765.1.1.3]","-","1.10.1520.10 1.20.1270.260","66","0","34","4.33","24.18","0.504","0.549","Yes"
"3rxyA","D1C210","278","2.0","[7509.1.1.1] 7509.1.1.1","-","-","52","14","35","1.06","19.93","0.887","0.883","Yes"
"3se9G","Q0ED31","353","2.0","259.1.1.5 1061.1.1.1","-","2.170.40.20","18","32","50","1.21","21.70","0.913","0.862","No"
"3sfvB","P62820","344","1.73","[3282.1.1.1]","-","3.30.450.390 6.10.140.2010","61","15","24","2.12","26.97","0.825","0.617","Yes"
"3shgB","E6Z0R3","61","1.5","[3419.1.1.1]","-","1.10.8.1050","74","0","26","1.19","12.60","0.610","0.695","Yes"
"3st1A","A5H7H0","214","1.8","3080.1.1.1","-","-","15","40","45","0.70","16.34","0.947","0.924","No"
"3t4rA","Q9E7N7","81","2.0","[3571.1.1.1]","-","1.20.120.1590","79","0","21","1.32","15.13","0.749","0.679","Yes"
"3t7hB","P38862","291","1.6","3351.1.1.1 3351.1.1.4","-","-","26","34","40","1.04","20.52","0.907","0.893","No"
"3t7zA","Q58105","119","1.7","[3407.1.1.3]","-","3.30.420.220","54","16","30","0.79","14.87","0.900","0.900","Yes"
"3t92A","Q09472","121","1.5","[364.1.1.1]","-","1.20.1020.10","73","0","27","2.58","22.34","0.642","0.577","Yes"
"3tbnA","Q2W014","87","1.15","[3087.1.3.2]","-","-","0","23","77","3.53","14.95","0.614","0.586","Yes"
"3tgtA","Q0ED31","353","1.9","[259.1.1.5] [1061.1.1.1]","-","2.170.40.20","18","33","49","1.19","21.64","0.920","0.877","Yes"
"3ti2A","Q9KRB0","228","1.9","328.6.1.1","d.68.2.2","3.65.10.10","32","25","43","0.70","16.77","0.948","0.910","No"
"3tvjI","O00187","38","1.28","[356.1.1.1]","g.4.1.1","-","0","32","68","2.27","11.24","0.285","0.279","Yes"
"3twzA","Q818Z9","399","1.75","[4344.1.1.1] [7515.1.1.4]","-","3.30.70.1250 3.40.720.10","34","21","46","1.24","22.06","0.835","0.868","Yes"
"3txsC","Q6U9F0","94","1.81","[3713.1.1.1]","-","1.10.287.1060","71","0","29","4.95","21.48","0.574","0.636","Yes"
"3u5vA","P28574","76","1.7","[105.1.1.6]","-","4.10.280.10","84","0","16","4.06","19.28","0.475","0.458","Yes"
"3u9gA","Q8K3Y6","229","1.8","101.1.2.188 [906.1.1.8] 906.1.1.10 906.1.1.12 906.1.1.13","-","1.10.10.10","38","10","52","1.60","19.35","0.840","0.760","Yes"
"3uebE","B6YTZ3","110","1.98","[878.1.1.1]","-","3.30.300.100","43","23","35","1.66","16.47","0.770","0.760","Yes"
"3ushB","Q2S0R5","129","1.69","[3216.1.1.1]","-","3.30.56.110","26","14","60","1.85","15.26","0.896","0.844","Yes"
"3v0rA","P79085","133","1.9","[3385.1.1.1]","-","2.40.350.20","0","46","54","2.80","16.29","0.821","0.782","Yes"
"3v3lA","Q9NTX7","85","1.65","[4357.1.1.1]","-","3.30.720.50","14","40","46","1.28","12.87","0.763","0.823","Yes"
"3v68A","Q8TZE5","252","1.56","[3402.1.1.1]","-","-","51","13","36","0.84","19.51","0.945","0.912","Yes"
"3vc8B","P0C6X9","94","2.0","[3084.1.1.1]","-","1.10.150.420","51","6","43","2.04","13.82","0.800","0.807","Yes"
"3vejB","Q12285","41","1.23","[3443.1.1.]","-","1.10.286.70","71","0","29","1.93","11.29","0.678","0.613","Yes"
"3vgpA","O29918","164","1.75","[3110.1.1.4]","-","3.40.50.12610","46","12","42","0.96","15.72","0.898","0.924","Yes"
"3vkwA","P03587","446","1.9","[3590.1.1.1] 2004.1.1.508 2004.1.1.509","-","3.30.450.420 3.40.50.300 3.40.50.300","31","20","50","2.10","25.91","0.763","0.799","Yes"
"3vnbA","O04379","155","1.5","[7590.1.1.4]","c.44.3.0","3.40.50.2300","44","21","35","1.23","16.56","0.912","0.881","Yes"
"3vorA","Q59393","182","0.9","274.1.1.14","-","3.30.1690.10","31","17","52","0.84","15.70","0.922","0.897","No"
"3vthA","Q8RDB0","761","2.0","304.110.1.1 297.1.1.3 2484.1.1.224 2484.1.1.370 [6105.1.1.1] 6105.1.1.1","-","3.30.110.120 3.30.420.40 3.30.420.360 3.90.870.50","34","21","44","1.09","29.29","0.938","0.924","Yes"
"3wa1A","P18568","389","1.75","6.1.1.25 [825.1.1.2]","-","2.80.10.50","11","41","48","1.33","28.47","0.922","0.913","Yes"
"3wkxA","E8MGH8","669","2.0","[3880.1.1.1] 12.6.1.13 109.2.1.46","-","-","36","17","47","1.20","26.31","0.900","0.914","Yes"
"3wolA","V5YM14","698","1.74","1.1.5.42 [6151.1.1.1]","-","-","49","15","36","1.06","26.37","0.942","0.948","Yes"
"3wurB","Q9K0P4","171","1.45","[3410.1.1.1]","-","1.20.1420.60","72","2","26","1.24","17.48","0.910","0.874","Yes"
"3wvzA","Q53FT3","201","1.88","10.41.1.1 [3959.1.1.]","-","-","23","26","51","4.45","22.40","0.595","0.615","Yes"
"3wwhA","F7J696","330","1.65","[4020.1.1.2] [4045.1.1.2]","-","3.20.10.10 3.30.470.10","27","25","48","1.20","20.76","0.884","0.893","Yes"
"3wx4A","P39510","100","1.9","[6141.1.1.1]","-","3.30.70.2770","55","15","30","2.20","15.52","0.705","0.719","Yes"
"3x0gA","A0A0D9RBI8","93","1.9","[576.1.1.1]","a.135.1.1","1.10.1450.10","58","0","42","2.13","14.72","0.552","0.525","Yes"
"3zdmA","Q12118","72","1.8","[6067.1.1.1]","-","1.20.5.420","71","0","29","2.58","14.35","0.688","0.662","Yes"
"3zfnA","Q5L4B1","148","1.5","[6120.1.1.1]","-","2.30.140.40","4","36","60","0.87","14.79","0.897","0.854","Yes"
"3zl8A","Q9WY78","437","1.65","2004.1.1.1465 [2493.1.1.10] 7570.1.1.1","-","3.40.1190.10 3.40.1390.10 3.90.190.20","39","23","39","1.38","24.61","0.781","0.861","Yes"
"3zoqC","P39615","56","1.45","[3115.3.1.1]","-","6.20.250.30","18","46","36","2.33","13.28","0.694","0.668","Yes"
"3zr8X","G1K3S4","65","0.9","[3455.1.1.3]","-","1.10.10.2460","74","0","26","0.97","11.37","0.822","0.696","Yes"
"3zrgB","D0NIN5","67","1.75","3455.1.1.4","-","1.10.10.2470","72","0","28","1.19","12.52","0.757","0.769","No"
"3zzoA","Q9VAK8","95","1.15","[3377.1.1.1]","-","3.30.70.2800","15","31","55","1.04","14.31","0.820","0.865","Yes"
"4a1kA","O34816","165","1.75","4091.1.1.1 101.15.1.6","b.160.1.1 d.7.1.0","2.40.440.10 3.10.350.10","22","35","42","1.23","16.39","0.904","0.795","No"
"4a3pA","Q9Y4E8","217","1.4","221.1.1.41 [4309.1.1.1]","-","3.10.20.90 3.30.2230.10","24","28","48","2.42","22.17","0.796","0.581","Yes"
"4a56A","H0USY9","93","1.24","[3705.1.1.1]","-","1.20.58.1630","74","0","26","0.85","12.90","0.828","0.837","Yes"
"4adnB","Q8GNY5","222","1.65","601.32.1.1 [3583.1.1.1]","-","1.20.1280.250","38","20","41","1.74","21.08","0.835","0.784","Yes"
"4af1A","B0R748","416","2.0","301.1.1.1 [832.1.1.3] 2484.1.1.25","c.55.4.0 d.79.3.0 d.91.1.0","3.30.420.60","40","26","33","2.45","28.66","0.754","0.686","Yes"
"4alzA","Q01245","198","1.4","[3261.1.1.3] 3261.1.1.4 3261.1.1.7","-","3.30.70.1770 3.30.1340.30 3.30.1340.30","41","26","33","3.75","28.30","0.627","0.593","Yes"
"4aqrD","P59220","57","1.95","[3356.1.1.1]","-","1.20.5.170","95","0","5","2.13","24.74","0.726","0.469","Yes"
"4aygB","Q5SBN3","1039","2.0","12.1.1.254 702.1.1.10 [3339.1.1.5] 2002.1.1.705","-","2.10.270.10 2.60.40.1180 3.20.20.470","25","21","54","1.84","37.20","0.749","0.852","Yes"
"4b2fA","O50962","214","1.88","[3620.1.1.1]","-","1.10.3160.10","75","0","25","0.86","20.30","0.947","0.925","Yes"
"4b6iD","J9PBR6","102","1.95","[3368.1.1.4]","-","1.20.120.1620","70","0","30","1.60","14.28","0.830","0.759","Yes"
"4bgpA","P04873","236","1.8","[3644.1.1.1]","-","1.10.472.180 1.20.142.20","52","4","44","2.95","19.60","0.784","0.719","Yes"
"4bt9B","P13674","239","1.9","[3777.1.1.] 109.4.1.121","-","1.25.40.10 6.10.140.1460","78","0","22","3.10","27.01","0.554","0.479","Yes"
"4byzA","Q63JW5","194","1.55","[3392.1.1.2]","-","-","27","35","38","1.15","17.03","0.863","0.889","Yes"
"4cbeA","O50665","218","1.83","[3870.1.1.1]","-","1.20.120.1640","77","0","23","1.01","20.19","0.870","0.839","Yes"
"4cdpA","Q8X5N8","354","1.45","101.29.1.2 101.29.1.7 [4216.1.1.] 4216.1.1.","e.62.1.1","3.40.1570.10 3.40.1570.10","28","32","40","2.00","22.13","0.891","0.828","Yes"
"4cfiA","P70944","258","1.3","[3019.1.1.8] 601.51.1.2","-","1.20.1330.10","45","16","39","1.37","22.80","0.869","0.772","Yes"
"4cjnA","A0A0J9X1X5","642","1.95","3702.1.1.1 4019.1.1.24 243.1.1.13 308.2.1.2 223.3.1.78","d.17.4.0 d.175.1.0 e.3.1.1","3.10.450.100 3.30.1390.30 3.40.710.10 3.90.1310.10","35","26","39","2.24","37.09","0.901","0.759","No"
"4csbA","-","124","1.9","[3863.1.1.1]","-","2.40.128.480","6","63","31","1.59","14.57","0.817","0.771","Yes"
"4ct7A","A5YKK6","243","1.9","[3881.1.1.1]","-","-","72","0","28","1.39","24.37","0.819","0.759","Yes"
"4cv4A","Q9CQJ2","133","1.9","[508.1.1.2]","-","-","30","30","40","1.17","15.01","0.828","0.807","Yes"
"4cv7A","B4F366","113","1.4","3863.1.1.1","-","2.40.128.480","6","58","36","0.94","13.40","0.862","0.803","No"
"4d71A","A0A0H2UKY3","596","1.77","12.2.1.8 2002.1.1.104 [3823.1.1.2]","b.24.2.0 c.37.1.0","2.60.220.10 3.20.20.80 3.30.2330.20","31","25","44","0.96","25.01","0.947","0.954","Yes"
"4ddpA","Q14457","210","1.55","[3409.1.1.1]","-","1.10.418.40","50","14","35","2.44","20.42","0.829","0.805","Yes"
"4djaA","A9CH39","518","1.45","[182.1.1.1] 2005.1.1.130","-","1.10.10.1710 1.10.579.10 1.25.40.80 3.40.50.620","53","6","41","1.05","24.42","0.925","0.912","Yes"
"4dlhB","Q9HRE7","197","1.9","[3445.1.1.1]","-","-","19","28","52","1.91","17.51","0.834","0.826","Yes"
"4dokA","Q8VZW3","208","1.7","813.1.1.1","-","1.10.890.20 3.50.70.10","39","29","31","0.86","16.99","0.931","0.925","No"
"4dolA","Q9C8L2","217","1.7","[813.1.1.1]","-","1.10.890.20 3.50.70.10","36","29","35","1.74","17.00","0.891","0.897","Yes"
"4e1pA","P9WIP7","61","1.73","[3380.1.1.]","-","3.30.60.230","28","26","46","2.62","13.42","0.517","0.586","Yes"
"4e5rA","Q6IRB5","56","1.9","64.1.1.1","-","2.20.70.10","5","23","71","4.44","13.11","0.476","0.449","No"
"4ea9A","O85353","220","0.9","[208.1.1.9] 2003.1.8.20","-","2.160.10.10 3.40.50.20","15","29","56","0.95","18.05","0.952","0.947","Yes"
"4ebgA","A0A0H3JX79","101","1.2","[3389.1.1.1]","-","3.10.450.560","25","29","47","0.84","13.62","0.904","0.871","Yes"
"4ehxA","O67572","315","1.9","2004.1.1.119 [7591.1.1.1]","-","-","31","27","42","1.16","20.56","0.851","0.852","Yes"
"4eo1A","P03663","70","1.8","[392.1.1.1]","b.37.1.0","2.30.27.10","10","40","50","1.05","12.97","0.821","0.759","Yes"
"4epiA","Q57159","330","1.74","[3612.1.1.1] 235.1.1.86","-","1.10.530.40","41","19","39","2.02","23.86","0.688","0.685","Yes"
"4ervA","Q15413","207","1.75","[3191.1.1.2]","-","1.10.490.160","56","5","39","1.88","18.85","0.780","0.765","Yes"
"4ew5A","Q9Z621","102","1.87","[3388.1.1.1]","-","3.10.450.160","20","21","60","1.72","13.51","0.824","0.804","Yes"
"4exoA","Q87T87","146","1.9","[3488.1.1.1]","-","3.30.450.20","38","25","37","1.21","15.74","0.840","0.707","Yes"
"4eziA","Q5ZWI2","377","1.15","[6080.1.1.1] 7579.1.1.2","-","1.10.260.160 3.40.50.1820","43","17","40","0.96","20.68","0.932","0.899","Yes"
"4f55A","P0A3V0","128","1.85","[3374.1.1.1]","-","1.10.10.2520 6.20.240.60","44","6","50","1.84","14.17","0.862","0.864","Yes"
"4f87A","Q7Y3F3","72","1.4","[3376.1.1.3]","-","3.30.720.190","25","25","50","3.80","13.26","0.708","0.631","Yes"
"4f98A","Q9HZ11","69","1.26","[3372.1.1.1]","-","2.30.140.50","0","35","65","3.64","14.01","0.595","0.510","Yes"
"4fc2B","O88622","521","1.91","3762.1.1.1 7529.1.1.6","c.50.1.3","-","38","14","48","0.99","25.72","0.893","0.932","No"
"4fchB","G8JZT0","221","1.3","[3597.1.1.3] 3597.1.1.4","-","2.60.40.3610 2.60.40.3620","5","40","55","1.28","18.40","0.921","0.890","Yes"
"4fhrB","Q9WZE6","216","1.93","[531.1.1.1] 531.2.1.1","a.118.14.1","1.10.220.30 1.10.220.30","69","0","31","3.33","20.45","0.610","0.552","Yes"
"4ftfA","Q9KRD9","112","1.48","[3148.1.1.2]","-","3.30.300.250","39","29","32","1.07","14.84","0.837","0.872","Yes"
"4g6dB","P0A0J0","198","2.0","[3632.1.1.1]","-","6.10.140.1800","46","17","37","1.16","20.05","0.900","0.906","Yes"
"4g75A","Q1W548","297","1.7","[3173.1.1.1]","-","1.20.1440.280 3.30.450.400","37","18","45","1.46","23.74","0.880","0.882","Yes"
"4gehA","Q9BUL8","207","1.95","[3730.1.1.2] 601.1.1.8","-","1.20.120.1950","78","0","22","1.70","18.57","0.799","0.769","Yes"
"4ghnA","A7UY07","393","1.5","7.1.1.27 [3694.1.1.6] 2486.1.1.9","-","2.30.42.10 3.30.750.44 3.90.226.10","32","24","44","1.25","22.64","0.911","0.888","Yes"
"4gipA","P04849","81","2.0","[3362.1.1.9]","-","6.10.10.110","38","0","62","6.91","17.63","0.319","0.315","Yes"
"4gk9A","R4GRU1","279","1.9","[3188.1.1.1]","-","2.40.128.450 2.40.128.450","0","54","46","0.89","18.50","0.940","0.922","Yes"
"4gn0A","O28769","105","1.75","4168.1.1.9 [3757.1.1.1]","-","6.10.340.10","80","0","20","5.69","27.93","0.545","0.478","Yes"
"4goqB","Q9A9C4","110","1.87","[3098.1.1.1]","-","3.40.1530.20","26","29","45","0.86","13.72","0.884","0.870","Yes"
"4gsjA","P38862","291","1.7","[3351.1.1.1] 3351.1.1.4","-","-","24","34","43","1.04","20.53","0.926","0.894","Yes"
"4gv2A","Q9Y6F1","357","1.8","[609.1.1.1] 237.1.1.13","a.41.1.0 d.166.1.0","1.20.142.10 3.90.228.10","35","22","42","1.25","22.33","0.891","0.888","Yes"
"4gvqC","O28344","316","1.3","869.1.1.1","d.147.1.0","3.10.340.11 3.30.1030.10","38","24","37","0.90","20.04","0.875","0.910","No"
"4h4nA","A0A6L7H4C2","67","1.1","[3566.1.1.1]","-","2.60.40.3750","0","52","48","1.77","13.71","0.794","0.778","Yes"
"4h9mA","P07374","840","1.52","11.5.1.6 65.1.1.4 [525.1.1.1] 2002.1.1.12","-","2.10.150.10 2.30.40.10 3.20.20.140 3.30.280.10","28","23","49","1.34","31.08","0.910","0.853","Yes"
"4h9nC","P84243","212","1.95","[6103.1.1.1]","-","1.20.58.2170","66","0","34","3.94","24.33","0.448","0.371","Yes"
"4hfqB","A0A0H2URA0","203","1.39","[6132.1.1.] 221.4.1.3","-","3.90.79.10","40","27","33","4.90","20.23","0.616","0.618","Yes"
"4hfvA","Q5ZUE7","190","1.9","[3848.1.1.1]","-","1.20.1440.330 6.10.280.170","65","2","33","1.10","18.01","0.890","0.828","Yes"
"4hwxA","Q9FDS0","114","1.9","[841.1.1.1]","d.84.1.0","3.30.350.10","20","33","46","1.10","14.50","0.823","0.860","Yes"
"4iajB","A0A0H2UR98","78","1.91","[822.3.1.1]","-","3.30.1490.390","22","29","49","1.11","12.47","0.811","0.813","Yes"
"4iu3B","A0AEF6","243","1.97","[3649.1.1.1] 108.1.2.2","-","1.10.1330.10 2.60.40.3810","30","26","44","2.04","24.90","0.777","0.648","Yes"
"4j4rA","I6WJ72","248","1.9","[3143.1.2.1]","-","-","65","2","33","4.42","20.85","0.793","0.716","Yes"
"4j8cA","P50503","46","1.1","[3727.1.1.]","-","6.10.250.3420","67","0","33","2.13","10.99","0.457","0.440","Yes"
"4jgiA","Q8RPG0","211","1.5","[4995.1.1.1] 2007.1.3.1","-","1.10.1240.10 3.40.50.280","59","11","30","1.55","18.62","0.695","0.607","Yes"
"4jjaA","Q5LI79","371","1.3","[3643.1.1.1] 2003.1.1.432","-","-","31","15","54","1.11","21.81","0.913","0.867","Yes"
"4jmuA","P12497","112","2.0","[612.1.1.4]","a.61.1.1","1.10.150.90","64","3","33","1.25","13.57","0.864","0.865","Yes"
"4jnuB","Q7Z3B4","40","1.44","[6159.1.1.1]","-","1.20.5.170","72","0","28","2.65","17.70","0.674","0.458","Yes"
"4jo7A","Q9BVL2","89","1.75","[6158.1.1.2]","-","6.10.140.1350","81","0","19","2.77","22.17","0.450","0.487","Yes"
"4jquB","Q02159","54","1.81","[6124.1.1.3]","-","1.10.287.4310","63","0","37","2.41","13.47","0.614","0.681","Yes"
"4k2mA","O07566","443","1.71","3016.1.1.113 [1055.1.1.1] 7577.1.1.6","-","3.40.640.10 3.90.1150.10","42","13","45","1.10","23.13","0.921","0.922","Yes"
"4kctB","P30615","499","1.95","1.1.15.4 2002.1.1.220 [7518.1.1.1]","-","3.20.20.60 3.40.1380.20","40","21","39","1.52","25.07","0.865","0.832","Yes"
"4ke2C","B1P0S1","196","1.8","[3835.1.1.1]","-","6.10.140.1860","95","0","5","2.59","42.92","0.642","0.640","Yes"
"4kk7A","-","395","1.68","[3709.1.1.1] [3708.1.1.1] 3708.1.1.2 3708.1.1.3 3708.1.1.4","-","2.40.50.910 3.30.2390.20","15","34","51","1.69","30.31","0.848","0.711","Yes"
"4koqA","Q66GR6","180","1.85","[295.1.1.7]","d.18.1.2","2.30.31.10","24","41","34","2.08","20.07","0.770","0.700","Yes"
"4ksnC","Q5ZSX5","78","1.86","[3707.1.1.1]","-","6.20.250.80","5","24","71","5.11","15.54","0.378","0.317","Yes"
"4limA","P10363","391","1.63","[3054.1.1.2] 862.1.1.1","-","3.90.920.10","51","11","37","1.09","24.97","0.931","0.932","Yes"
"4ljoA","Q96EP0","223","1.56","376.1.6.8 [3773.1.1.1]","-","-","32","11","57","2.02","19.76","0.751","0.669","Yes"
"4lpqA","D1BWR1","207","1.37","[4091.1.1.1] [144.1.1.1]","-","1.10.101.10 2.40.440.10","22","29","49","1.35","18.29","0.876","0.928","Yes"
"4lq4A","P54050","211","1.75","[898.1.1.9] 2007.25.1.2","-","3.30.190.20 3.40.50.790","40","25","35","1.13","19.78","0.816","0.892","Yes"
"4ltyA","-","354","1.8","246.2.1.2 [3979.1.1.1]","-","3.30.160.720 3.60.21.10","27","26","47","1.81","23.64","0.872","0.873","Yes"
"4lzhA","A6T6R4","285","1.9","4091.1.1.1 101.15.1.6 [3743.1.1.1]","-","-","20","26","54","1.59","20.20","0.867","0.861","Yes"
"4m0qA","Q05322","230","1.92","[3400.1.1.1]","-","-","46","20","34","1.31","19.37","0.879","0.884","Yes"
"4m37A","Q582G4","343","1.7","[3698.1.1.3] 2003.1.5.183","-","2.70.160.11 3.40.50.150","31","26","43","1.69","23.21","0.842","0.796","Yes"
"4m62S","P01619","155","1.8","[311.1.1.2]","-","3.40.930.10","41","25","35","0.81","14.80","0.915","0.925","Yes"
"4mb5A","B1VBB0","528","1.64","64.3.1.1 [3414.1.1.9] 3414.1.1.9 2002.1.1.443","-","2.10.10.20 2.60.40.10 2.60.40.10 3.20.20.80","23","29","48","8.17","36.18","0.592","0.591","Yes"
"4mmjA","A0A140NAP5","95","1.8","[4312.1.1.8]","d.298.1.0","3.30.2310.20","36","28","36","1.21","13.45","0.772","0.776","Yes"
"4mp8A","A0A0H3K9Y6","339","1.85","[3692.1.1.1] 2003.1.1.94","c.2.1.0","3.30.1780.10 3.40.50.720","37","23","40","1.30","21.15","0.862","0.866","Yes"
"4myyA","F4Y429","85","1.68","[6051.3.1.1] 6051.4.1.2","-","-","75","0","25","2.35","14.39","0.519","0.444","Yes"
"4mzvA","P16422","248","1.86","304.151.1.2 363.1.1.1 [6148.1.1.1]","-","-","16","25","59","1.88","19.88","0.801","0.813","Yes"
"4n67A","A0A0H3LV04","227","1.55","[4040.1.1.11]","-","1.10.3290.10","58","3","40","1.06","18.82","0.889","0.863","Yes"
"4na5A","O88622","522","2.0","[3762.1.1.1] 7529.1.1.6","c.50.1.3","-","39","15","46","1.03","25.80","0.881","0.940","Yes"
"4ndtA","A7UNK4","94","1.03","[3887.1.1.3]","-","-","32","29","39","0.58","12.51","0.934","0.846","Yes"
"4ngdA","Q9UPY3","302","1.96","4.1.1.48 [3767.1.1.2]","-","2.170.260.10","24","27","49","1.51","21.88","0.855","0.797","Yes"
"4npdA","P38507","58","0.9","[632.2.1.1]","a.8.1.1","1.20.5.420","71","0","29","1.24","11.80","0.779","0.706","Yes"
"4o66D","Q8BJL0","76","1.9","[3696.1.1.1]","-","-","28","33","39","2.51","12.64","0.789","0.769","Yes"
"4o6gA","L7N519","174","1.55","[3842.1.1.1]","-","-","32","30","38","0.84","16.37","0.940","0.864","Yes"
"4o6qA","O69756","184","0.95","[824.1.1.1]","-","3.30.1500.10","27","39","34","1.01","16.05","0.916","0.879","Yes"
"4o87A","Q707V3","320","1.8","[6167.1.1.3]","-","-","46","14","40","1.24","22.96","0.882","0.759","Yes"
"4obiA","Q82Z21","106","1.73","[714.1.1.1]","-","2.60.320.10","5","44","51","3.62","15.58","0.781","0.750","Yes"
"4oe9B","Q9P000","121","1.55","[3919.1.1.3]","-","-","75","0","25","1.17","13.74","0.795","0.793","Yes"
"4oieA","Q9Q6P4","185","1.85","[3829.1.1.1]","-","-","6","29","64","1.43","17.15","0.922","0.901","Yes"
"4oj6C","G3M189","776","1.8","[3856.1.1.1] 207.2.1.27","-","2.10.10.80 2.160.20.10 2.160.20.130 3.30.2020.50","10","37","53","7.44","42.11","0.719","0.683","Yes"
"4omfB","D9PYF9","281","1.71","[3740.1.1.2]","-","3.10.450.750","38","23","38","1.28","19.18","0.838","0.891","Yes"
"4oxwA","-","119","1.73","[277.1.1.6]","-","3.30.1520.10","41","24","34","1.69","15.00","0.803","0.715","Yes"
